no,komentar,sentimen,Tweet,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_normalized,tweet_tokens_stemmed
238,aku kemarin semester 3 ikut program mbkm pertukaran pelajar tapi lintas univ sih,Positif,aku kemarin semester ikut program mbkm pertukaran pelajar tapi lintas univ sih,"['aku', 'kemarin', 'semester', 'ikut', 'program', 'mbkm', 'pertukaran', 'pelajar', 'tapi', 'lintas', 'univ', 'sih']",<FreqDist with 12 samples and 12 outcomes>,"['aku', 'kemarin', 'semester', 'ikut', 'program', 'mbkm', 'pertukaran', 'pelajar', 'tapi', 'lintas', 'univ']","['aku', 'kemarin', 'semester', 'ikut', 'program', 'mbkm', 'pertukaran', 'pelajar', 'tapi', 'lintas', 'univ']","['aku', 'kemarin', 'semester', 'ikut', 'program', 'mbkm', 'tukar', 'ajar', 'tapi', 'lintas', 'univ']"
239,MBKM merubah duniaku ,Positif,mbkm merubah duniaku,"['mbkm', 'merubah', 'duniaku']",<FreqDist with 3 samples and 3 outcomes>,"['mbkm', 'merubah', 'duniaku']","['mbkm', 'merubah', 'duniaku']","['mbkm', 'rubah', 'dunia']"
240,mbkm harusnya subuh ya biar wifinya masih lancar,Positif,mbkm harusnya subuh ya biar wifinya masih lancar,"['mbkm', 'harusnya', 'subuh', 'ya', 'biar', 'wifinya', 'masih', 'lancar']",<FreqDist with 8 samples and 8 outcomes>,"['mbkm', 'harusnya', 'subuh', 'wifinya', 'masih', 'lancar']","['mbkm', 'harusnya', 'subuh', 'wifinya', 'masih', 'lancar']","['mbkm', 'harus', 'subuh', 'wifinya', 'masih', 'lancar']"
241,"suka lupa ada kelas jam 7 tiap jumat soalnya bu yeni bilang ""anak mbkm dilarang kuliah"" jadi aja",Negatif,suka lupa ada kelas jam tiap jumat soalnya bu yeni bilang anak mbkm dilarang kuliah jadi aja,"['suka', 'lupa', 'ada', 'kelas', 'jam', 'tiap', 'jumat', 'soalnya', 'bu', 'yeni', 'bilang', 'anak', 'mbkm', 'dilarang', 'kuliah', 'jadi', 'aja']",<FreqDist with 17 samples and 17 outcomes>,"['suka', 'lupa', 'ada', 'kelas', 'jam', 'tiap', 'jumat', 'soalnya', 'bu', 'yeni', 'anak', 'mbkm', 'dilarang', 'kuliah', 'jadi']","['suka', 'lupa', 'ada', 'kelas', 'jam', 'tiap', 'jumat', 'soalnya', 'bu', 'yeni', 'anak', 'mbkm', 'dilarang', 'kuliah', 'jadi']","['suka', 'lupa', 'ada', 'kelas', 'jam', 'tiap', 'jumat', 'soal', 'bu', 'yen', 'anak', 'mbkm', 'larang', 'kuliah', 'jadi']"
242,Ikut program mbkm asistensi mengajar,Positif,ikut program mbkm asistensi mengajar,"['ikut', 'program', 'mbkm', 'asistensi', 'mengajar']",<FreqDist with 5 samples and 5 outcomes>,"['ikut', 'program', 'mbkm', 'asistensi', 'mengajar']","['ikut', 'program', 'mbkm', 'asistensi', 'mengajar']","['ikut', 'program', 'mbkm', 'asistensi', 'ajar']"
243,sibuk ikut program mbkm,Positif,sibuk ikut program mbkm,"['sibuk', 'ikut', 'program', 'mbkm']",<FreqDist with 4 samples and 4 outcomes>,"['sibuk', 'ikut', 'program', 'mbkm']","['sibuk', 'ikut', 'program', 'mbkm']","['sibuk', 'ikut', 'program', 'mbkm']"
244,sialan MBKM,Negatif,sialan mbkm,"['sialan', 'mbkm']",<FreqDist with 2 samples and 2 outcomes>,"['sialan', 'mbkm']","['sialan', 'mbkm']","['sial', 'mbkm']"
245,"Dengan sistem ini, mahasiswa bisa tau program MBKM yg sedang dibuka, mitra yg kerja sama dgn kampus, waktu pelaksanaan",Positif,dengan sistem ini mahasiswa bisa tau program mbkm yg sedang dibuka mitra yg kerja sama dgn kampus waktu pelaksanaan,"['dengan', 'sistem', 'ini', 'mahasiswa', 'bisa', 'tau', 'program', 'mbkm', 'yg', 'sedang', 'dibuka', 'mitra', 'yg', 'kerja', 'sama', 'dgn', 'kampus', 'waktu', 'pelaksanaan']",<FreqDist with 18 samples and 19 outcomes>,"['dengan', 'sistem', 'mahasiswa', 'bisa', 'program', 'mbkm', 'yg', 'sedang', 'dibuka', 'mitra', 'yg', 'kerja', 'kampus', 'waktu', 'pelaksanaan']","['dengan', 'sistem', 'mahasiswa', 'bisa', 'program', 'mbkm', 'yg', 'sedang', 'dibuka', 'mitra', 'yg', 'kerja', 'kampus', 'waktu', 'pelaksanaan']","['dengan', 'sistem', 'mahasiswa', 'bisa', 'program', 'mbkm', 'yg', 'sedang', 'buka', 'mitra', 'yg', 'kerja', 'kampus', 'waktu', 'laksana']"
246,Bisa ga si mbkm ini ga usah ruwet,Negatif,bisa ga si mbkm ini ga usah ruwet,"['bisa', 'ga', 'si', 'mbkm', 'ini', 'ga', 'usah', 'ruwet']",<FreqDist with 7 samples and 8 outcomes>,"['bisa', 'mbkm', 'usah', 'ruwet']","['bisa', 'mbkm', 'usah', 'ruwet']","['bisa', 'mbkm', 'usah', 'ruwet']"
247,"semangat menyelesaikan laporan magang MBKM, ditunggu laporannya, otw stres ini mah",Negatif,semangat menyelesaikan laporan magang mbkm ditunggu laporannya otw stres ini mah,"['semangat', 'menyelesaikan', 'laporan', 'magang', 'mbkm', 'ditunggu', 'laporannya', 'otw', 'stres', 'ini', 'mah']",<FreqDist with 11 samples and 11 outcomes>,"['semangat', 'menyelesaikan', 'laporan', 'magang', 'mbkm', 'ditunggu', 'laporannya', 'otw', 'stres', 'mah']","['semangat', 'menyelesaikan', 'laporan', 'magang', 'mbkm', 'ditunggu', 'laporannya', 'otw', 'stres', 'mah']","['semangat', 'selesai', 'lapor', 'magang', 'mbkm', 'tunggu', 'lapor', 'otw', 'stres', 'mah']"
248,bener kalau kata aku mah mending mbkm semeru da,Positif,bener kalau kata aku mah mending mbkm semeru da,"['bener', 'kalau', 'kata', 'aku', 'mah', 'mending', 'mbkm', 'semeru', 'da']",<FreqDist with 9 samples and 9 outcomes>,"['bener', 'kalau', 'kata', 'aku', 'mah', 'mending', 'mbkm', 'semeru', 'da']","['bener', 'kalau', 'kata', 'aku', 'mah', 'mending', 'mbkm', 'semeru', 'da']","['bener', 'kalau', 'kata', 'aku', 'mah', 'mending', 'mbkm', 'meru', 'da']"
249,Kalau masih kuliah ikut MBKM ambil ruang guru atau bangkit GOTO,Positif,kalau masih kuliah ikut mbkm ambil ruang guru atau bangkit goto,"['kalau', 'masih', 'kuliah', 'ikut', 'mbkm', 'ambil', 'ruang', 'guru', 'atau', 'bangkit', 'goto']",<FreqDist with 11 samples and 11 outcomes>,"['kalau', 'masih', 'kuliah', 'ikut', 'mbkm', 'ambil', 'ruang', 'guru', 'atau', 'bangkit', 'goto']","['kalau', 'masih', 'kuliah', 'ikut', 'mbkm', 'ambil', 'ruang', 'guru', 'atau', 'bangkit', 'goto']","['kalau', 'masih', 'kuliah', 'ikut', 'mbkm', 'ambil', 'ruang', 'guru', 'atau', 'bangkit', 'goto']"
250,"kalo magang MBKM nnti bakal dapet konversi 20 sks, jadi gausa ikut kuliah lagi. tapi kalo kasusnya",Positif,kalo magang mbkm nnti bakal dapet konversi sks jadi gausa ikut kuliah lagi tapi kalo kasusnya,"['kalo', 'magang', 'mbkm', 'nnti', 'bakal', 'dapet', 'konversi', 'sks', 'jadi', 'gausa', 'ikut', 'kuliah', 'lagi', 'tapi', 'kalo', 'kasusnya']",<FreqDist with 15 samples and 16 outcomes>,"['kalo', 'magang', 'mbkm', 'nnti', 'bakal', 'dapet', 'konversi', 'sks', 'jadi', 'gausa', 'ikut', 'kuliah', 'lagi', 'tapi', 'kalo', 'kasusnya']","['kalo', 'magang', 'mbkm', 'nnti', 'bakal', 'dapet', 'konversi', 'sks', 'jadi', 'gausa', 'ikut', 'kuliah', 'lagi', 'tapi', 'kalo', 'kasusnya']","['kalo', 'magang', 'mbkm', 'nnti', 'bakal', 'dapet', 'konversi', 'sks', 'jadi', 'gausa', 'ikut', 'kuliah', 'lagi', 'tapi', 'kalo', 'kasus']"
251,"mas, apakah kamu tidak tahu aku sedang terjebak dalam prank dengan dalih mbkm",Negatif,mas apakah kamu tidak tahu aku sedang terjebak dalam prank dengan dalih mbkm,"['mas', 'apakah', 'kamu', 'tidak', 'tahu', 'aku', 'sedang', 'terjebak', 'dalam', 'prank', 'dengan', 'dalih', 'mbkm']",<FreqDist with 13 samples and 13 outcomes>,"['mas', 'apakah', 'kamu', 'tidak', 'tahu', 'aku', 'sedang', 'terjebak', 'dalam', 'prank', 'dengan', 'dalih', 'mbkm']","['mas', 'apakah', 'kamu', 'tidak', 'tahu', 'aku', 'sedang', 'terjebak', 'dalam', 'prank', 'dengan', 'dalih', 'mbkm']","['mas', 'apakah', 'kamu', 'tidak', 'tahu', 'aku', 'sedang', 'jebak', 'dalam', 'prank', 'dengan', 'dalih', 'mbkm']"
252,Temenku anak fapet magang mbkm di konversi ke kkn sama skripsi. Tapi bikin artikel ilmiah gitu,Positif,temenku anak fapet magang mbkm di konversi ke kkn sama skripsi tapi bikin artikel ilmiah gitu,"['temenku', 'anak', 'fapet', 'magang', 'mbkm', 'di', 'konversi', 'ke', 'kkn', 'sama', 'skripsi', 'tapi', 'bikin', 'artikel', 'ilmiah', 'gitu']",<FreqDist with 16 samples and 16 outcomes>,"['temenku', 'anak', 'fapet', 'magang', 'mbkm', 'di', 'konversi', 'ke', 'kkn', 'skripsi', 'tapi', 'artikel', 'ilmiah']","['temenku', 'anak', 'fapet', 'magang', 'mbkm', 'di', 'konversi', 'ke', 'kkn', 'skripsi', 'tapi', 'artikel', 'ilmiah']","['temenku', 'anak', 'fapet', 'magang', 'mbkm', 'di', 'konversi', 'ke', 'kkn', 'skripsi', 'tapi', 'artikel', 'ilmiah']"
253,Bacot mbkm,Negatif,bacot mbkm,"['bacot', 'mbkm']",<FreqDist with 2 samples and 2 outcomes>,"['bacot', 'mbkm']","['bacot', 'mbkm']","['bacot', 'mbkm']"
254,"mbkm permata berharap cari suasana belajar baru tapi malah makin aneh, yasudah senyumin aja",Negatif,mbkm permata berharap cari suasana belajar baru tapi malah makin aneh yasudah senyumin aja,"['mbkm', 'permata', 'berharap', 'cari', 'suasana', 'belajar', 'baru', 'tapi', 'malah', 'makin', 'aneh', 'yasudah', 'senyumin', 'aja']",<FreqDist with 14 samples and 14 outcomes>,"['mbkm', 'permata', 'berharap', 'cari', 'suasana', 'belajar', 'baru', 'tapi', 'malah', 'makin', 'aneh', 'yasudah', 'senyumin']","['mbkm', 'permata', 'berharap', 'cari', 'suasana', 'belajar', 'baru', 'tapi', 'malah', 'makin', 'aneh', 'yasudah', 'senyumin']","['mbkm', 'permata', 'harap', 'cari', 'suasana', 'ajar', 'baru', 'tapi', 'malah', 'makin', 'aneh', 'yasudah', 'senyumin']"
255,"Iya, banyak pilihan lagi nih MBKM. Yang ambis bisa semakin ambis",Positif,iya banyak pilihan lagi nih mbkm yang ambis bisa semakin ambis,"['iya', 'banyak', 'pilihan', 'lagi', 'nih', 'mbkm', 'yang', 'ambis', 'bisa', 'semakin', 'ambis']",<FreqDist with 10 samples and 11 outcomes>,"['iya', 'banyak', 'pilihan', 'lagi', 'mbkm', 'ambis', 'bisa', 'semakin', 'ambis']","['iya', 'banyak', 'pilihan', 'lagi', 'mbkm', 'ambis', 'bisa', 'semakin', 'ambis']","['iya', 'banyak', 'pilih', 'lagi', 'mbkm', 'ambis', 'bisa', 'makin', 'ambis']"
256,testimoni mbkm jangan ikutan kalo nggak mau mental kena ,Negatif,testimoni mbkm jangan ikutan kalo nggak mau mental kena,"['testimoni', 'mbkm', 'jangan', 'ikutan', 'kalo', 'nggak', 'mau', 'mental', 'kena']",<FreqDist with 9 samples and 9 outcomes>,"['testimoni', 'mbkm', 'jangan', 'ikutan', 'kalo', 'nggak', 'mau', 'mental', 'kena']","['testimoni', 'mbkm', 'jangan', 'ikutan', 'kalo', 'nggak', 'mau', 'mental', 'kena']","['testimoni', 'mbkm', 'jangan', 'ikut', 'kalo', 'nggak', 'mau', 'mental', 'kena']"
257,Goblog MBKM beban banget dadada,Negatif,goblog mbkm beban banget dadada,"['goblog', 'mbkm', 'beban', 'banget', 'dadada']",<FreqDist with 5 samples and 5 outcomes>,"['goblog', 'mbkm', 'beban']","['goblog', 'mbkm', 'beban']","['goblog', 'mbkm', 'beban']"
258,aku. mundur dari 2 mbkm. tapi mundurnya dari awal ya. engga ditengah2. soalnya beresiko,Negatif,aku mundur dari mbkm tapi mundurnya dari awal ya engga ditengah soalnya beresiko,"['aku', 'mundur', 'dari', 'mbkm', 'tapi', 'mundurnya', 'dari', 'awal', 'ya', 'engga', 'ditengah', 'soalnya', 'beresiko']",<FreqDist with 12 samples and 13 outcomes>,"['aku', 'mundur', 'dari', 'mbkm', 'tapi', 'mundurnya', 'dari', 'awal', 'engga', 'ditengah', 'soalnya', 'beresiko']","['aku', 'mundur', 'dari', 'mbkm', 'tapi', 'mundurnya', 'dari', 'awal', 'engga', 'ditengah', 'soalnya', 'beresiko']","['aku', 'mundur', 'dari', 'mbkm', 'tapi', 'mundur', 'dari', 'awal', 'engga', 'tengah', 'soal', 'resiko']"
259,Kerjasama ini dalam rangka memberikan kemudahan pengimplementasian MBKM,Positif,kerjasama ini dalam rangka memberikan kemudahan pengimplementasian mbkm,"['kerjasama', 'ini', 'dalam', 'rangka', 'memberikan', 'kemudahan', 'pengimplementasian', 'mbkm']",<FreqDist with 8 samples and 8 outcomes>,"['kerjasama', 'dalam', 'rangka', 'memberikan', 'kemudahan', 'pengimplementasian', 'mbkm']","['kerjasama', 'dalam', 'rangka', 'memberikan', 'kemudahan', 'pengimplementasian', 'mbkm']","['kerjasama', 'dalam', 'rangka', 'beri', 'mudah', 'implementasi', 'mbkm']"
260,Fakultas Pertanian Universitas Darma Agung telah mengikuti salah satu program MBKM yakni KampusMengajar. ,Positif,fakultas pertanian universitas darma agung telah mengikuti salah satu program mbkm yakni kampusmengajar,"['fakultas', 'pertanian', 'universitas', 'darma', 'agung', 'telah', 'mengikuti', 'salah', 'satu', 'program', 'mbkm', 'yakni', 'kampusmengajar']",<FreqDist with 13 samples and 13 outcomes>,"['fakultas', 'pertanian', 'universitas', 'darma', 'agung', 'telah', 'mengikuti', 'salah', 'satu', 'program', 'mbkm', 'yakni', 'kampusmengajar']","['fakultas', 'pertanian', 'universitas', 'darma', 'agung', 'telah', 'mengikuti', 'salah', 'satu', 'program', 'mbkm', 'yakni', 'kampusmengajar']","['fakultas', 'tani', 'universitas', 'darma', 'agung', 'telah', 'ikut', 'salah', 'satu', 'program', 'mbkm', 'yakni', 'kampusmengajar']"
261,sifatnya wajib kalo di kampusku dan engga ada batasan sebenarnya harus semester berapa,Positif,sifatnya wajib kalo di kampusku dan engga ada batasan sebenarnya harus semester berapa,"['sifatnya', 'wajib', 'kalo', 'di', 'kampusku', 'dan', 'engga', 'ada', 'batasan', 'sebenarnya', 'harus', 'semester', 'berapa']",<FreqDist with 13 samples and 13 outcomes>,"['sifatnya', 'wajib', 'kalo', 'di', 'kampusku', 'dan', 'engga', 'ada', 'batasan', 'sebenarnya', 'harus', 'semester', 'berapa']","['sifatnya', 'wajib', 'kalo', 'di', 'kampusku', 'dan', 'engga', 'ada', 'batasan', 'sebenarnya', 'harus', 'semester', 'berapa']","['sifat', 'wajib', 'kalo', 'di', 'kampus', 'dan', 'engga', 'ada', 'batas', 'benar', 'harus', 'semester', 'berapa']"
262,Prof Ali Agus Siap Bangun Gelanggang dan Implementasikan MBKM,Positif,prof ali agus siap bangun gelanggang dan implementasikan mbkm,"['prof', 'ali', 'agus', 'siap', 'bangun', 'gelanggang', 'dan', 'implementasikan', 'mbkm']",<FreqDist with 9 samples and 9 outcomes>,"['prof', 'ali', 'agus', 'siap', 'bangun', 'gelanggang', 'dan', 'implementasikan', 'mbkm']","['prof', 'ali', 'agus', 'siap', 'bangun', 'gelanggang', 'dan', 'implementasikan', 'mbkm']","['prof', 'ali', 'agus', 'siap', 'bangun', 'gelanggang', 'dan', 'implementasi', 'mbkm']"
263,"Kalau Bangkit gratis dan sekarang udah jadi program MBKM, kalau JCC kurang begitu paham sih, harusnya gratis juga yaÃ¢Â€Â¦",Positif,kalau bangkit gratis dan sekarang udah jadi program mbkm kalau jcc kurang begitu paham sih harusnya gratis juga ya,"['kalau', 'bangkit', 'gratis', 'dan', 'sekarang', 'udah', 'jadi', 'program', 'mbkm', 'kalau', 'jcc', 'kurang', 'begitu', 'paham', 'sih', 'harusnya', 'gratis', 'juga', 'ya']",<FreqDist with 17 samples and 19 outcomes>,"['kalau', 'bangkit', 'gratis', 'dan', 'sekarang', 'udah', 'jadi', 'program', 'mbkm', 'kalau', 'jcc', 'kurang', 'begitu', 'paham', 'harusnya', 'gratis', 'juga']","['kalau', 'bangkit', 'gratis', 'dan', 'sekarang', 'udah', 'jadi', 'program', 'mbkm', 'kalau', 'jcc', 'kurang', 'begitu', 'paham', 'harusnya', 'gratis', 'juga']","['kalau', 'bangkit', 'gratis', 'dan', 'sekarang', 'udah', 'jadi', 'program', 'mbkm', 'kalau', 'jcc', 'kurang', 'begitu', 'paham', 'harus', 'gratis', 'juga']"
264,Tunjangan Dana UKT Belum sampai ke Mahasiswa Meskipun PMM UTM Telah Usai,Negatif,tunjangan dana ukt belum sampai ke mahasiswa meskipun pmm utm telah usai,"['tunjangan', 'dana', 'ukt', 'belum', 'sampai', 'ke', 'mahasiswa', 'meskipun', 'pmm', 'utm', 'telah', 'usai']",<FreqDist with 12 samples and 12 outcomes>,"['tunjangan', 'dana', 'ukt', 'belum', 'sampai', 'ke', 'mahasiswa', 'meskipun', 'pmm', 'utm', 'telah', 'usai']","['tunjangan', 'dana', 'ukt', 'belum', 'sampai', 'ke', 'mahasiswa', 'meskipun', 'pmm', 'utm', 'telah', 'usai']","['tunjang', 'dana', 'ukt', 'belum', 'sampai', 'ke', 'mahasiswa', 'meski', 'pmm', 'utm', 'telah', 'usai']"
265,Di prodiku malah ada kkn mbkm nder,Positif,di prodiku malah ada kkn mbkm nder,"['di', 'prodiku', 'malah', 'ada', 'kkn', 'mbkm', 'nder']",<FreqDist with 7 samples and 7 outcomes>,"['di', 'prodiku', 'malah', 'ada', 'kkn', 'mbkm', 'nder']","['di', 'prodiku', 'malah', 'ada', 'kkn', 'mbkm', 'nder']","['di', 'prodiku', 'malah', 'ada', 'kkn', 'mbkm', 'nder']"
266,"lpj an, sponsorsip, internal, ppk, proposal mbkm, kwu, tugas kuliah numpuk aku harus kuat",Positif,lpj an sponsorsip internal ppk proposal mbkm kwu tugas kuliah numpuk aku harus kuat,"['lpj', 'an', 'sponsorsip', 'internal', 'ppk', 'proposal', 'mbkm', 'kwu', 'tugas', 'kuliah', 'numpuk', 'aku', 'harus', 'kuat']",<FreqDist with 14 samples and 14 outcomes>,"['lpj', 'an', 'sponsorsip', 'internal', 'ppk', 'proposal', 'mbkm', 'kwu', 'tugas', 'kuliah', 'numpuk', 'aku', 'harus', 'kuat']","['lpj', 'an', 'sponsorsip', 'internal', 'ppk', 'proposal', 'mbkm', 'kwu', 'tugas', 'kuliah', 'numpuk', 'aku', 'harus', 'kuat']","['lpj', 'an', 'sponsorsip', 'internal', 'ppk', 'proposal', 'mbkm', 'kwu', 'tugas', 'kuliah', 'numpuk', 'aku', 'harus', 'kuat']"
267,"Jends, kalian tahu nggak sih kalau Program Magang MBKM ternyata bisa berdampak terhadap eksistensi organisasi",Negatif,jends kalian tahu nggak sih kalau program magang mbkm ternyata bisa berdampak terhadap eksistensi organisasi,"['jends', 'kalian', 'tahu', 'nggak', 'sih', 'kalau', 'program', 'magang', 'mbkm', 'ternyata', 'bisa', 'berdampak', 'terhadap', 'eksistensi', 'organisasi']",<FreqDist with 15 samples and 15 outcomes>,"['jends', 'kalian', 'tahu', 'nggak', 'kalau', 'program', 'magang', 'mbkm', 'ternyata', 'bisa', 'berdampak', 'eksistensi', 'organisasi']","['jends', 'kalian', 'tahu', 'nggak', 'kalau', 'program', 'magang', 'mbkm', 'ternyata', 'bisa', 'berdampak', 'eksistensi', 'organisasi']","['jends', 'kalian', 'tahu', 'nggak', 'kalau', 'program', 'magang', 'mbkm', 'nyata', 'bisa', 'dampak', 'eksistensi', 'organisasi']"
268,Jurusan Komunikasi UNG Gelar Workshop Penyusunan Kurikulum berbasisÃ‚Â MBKM ,Positif,jurusan komunikasi ung gelar workshop penyusunan kurikulum berbasismbkm,"['jurusan', 'komunikasi', 'ung', 'gelar', 'workshop', 'penyusunan', 'kurikulum', 'berbasismbkm']",<FreqDist with 8 samples and 8 outcomes>,"['jurusan', 'komunikasi', 'ung', 'gelar', 'workshop', 'penyusunan', 'kurikulum', 'berbasismbkm']","['jurusan', 'komunikasi', 'ung', 'gelar', 'workshop', 'penyusunan', 'kurikulum', 'berbasismbkm']","['jurus', 'komunikasi', 'ung', 'gelar', 'workshop', 'susun', 'kurikulum', 'berbasismbkm']"
269,atau ya mungkin aturannya berubah. kemarin temen aku yang pada mbkm tetep kkn kok,Positif,atau ya mungkin aturannya berubah kemarin temen aku yang pada mbkm tetep kkn kok,"['atau', 'ya', 'mungkin', 'aturannya', 'berubah', 'kemarin', 'temen', 'aku', 'yang', 'pada', 'mbkm', 'tetep', 'kkn', 'kok']",<FreqDist with 14 samples and 14 outcomes>,"['atau', 'mungkin', 'aturannya', 'berubah', 'kemarin', 'temen', 'aku', 'pada', 'mbkm', 'tetep', 'kkn', 'kok']","['atau', 'mungkin', 'aturannya', 'berubah', 'kemarin', 'temen', 'aku', 'pada', 'mbkm', 'tetep', 'kkn', 'kok']","['atau', 'mungkin', 'atur', 'ubah', 'kemarin', 'temen', 'aku', 'pada', 'mbkm', 'tetep', 'kkn', 'kok']"
270,KKN harus sinkron sama MBKM :) ,Positif,kkn harus sinkron sama mbkm,"['kkn', 'harus', 'sinkron', 'sama', 'mbkm']",<FreqDist with 5 samples and 5 outcomes>,"['kkn', 'harus', 'sinkron', 'mbkm']","['kkn', 'harus', 'sinkron', 'mbkm']","['kkn', 'harus', 'sinkron', 'mbkm']"
271,ikut kampus mbkm bikin lupa sama jurusan sendiri:(',Positif,ikut kampus mbkm bikin lupa sama jurusan sendiri,"['ikut', 'kampus', 'mbkm', 'bikin', 'lupa', 'sama', 'jurusan', 'sendiri']",<FreqDist with 8 samples and 8 outcomes>,"['ikut', 'kampus', 'mbkm', 'lupa', 'jurusan', 'sendiri']","['ikut', 'kampus', 'mbkm', 'lupa', 'jurusan', 'sendiri']","['ikut', 'kampus', 'mbkm', 'lupa', 'jurus', 'sendiri']"
272,ini mbkm emang problematik deh kayaknya,Negatif,ini mbkm emang problematik deh kayaknya,"['ini', 'mbkm', 'emang', 'problematik', 'deh', 'kayaknya']",<FreqDist with 6 samples and 6 outcomes>,"['mbkm', 'problematik', 'deh', 'kayaknya']","['mbkm', 'problematik', 'deh', 'kayaknya']","['mbkm', 'problematik', 'deh', 'kayak']"
273,Tiap denger kabar tentang mbkm kok selalu kabar gaenak sih,Negatif,tiap denger kabar tentang mbkm kok selalu kabar gaenak sih,"['tiap', 'denger', 'kabar', 'tentang', 'mbkm', 'kok', 'selalu', 'kabar', 'gaenak', 'sih']",<FreqDist with 9 samples and 10 outcomes>,"['tiap', 'denger', 'kabar', 'tentang', 'mbkm', 'kok', 'selalu', 'kabar', 'gaenak']","['tiap', 'denger', 'kabar', 'tentang', 'mbkm', 'kok', 'selalu', 'kabar', 'gaenak']","['tiap', 'denger', 'kabar', 'tentang', 'mbkm', 'kok', 'selalu', 'kabar', 'gaenak']"
274,maaf anda masih di bawah umur untuk ikut mbkm,Negatif,maaf anda masih di bawah umur untuk ikut mbkm,"['maaf', 'anda', 'masih', 'di', 'bawah', 'umur', 'untuk', 'ikut', 'mbkm']",<FreqDist with 9 samples and 9 outcomes>,"['maaf', 'anda', 'masih', 'di', 'bawah', 'umur', 'untuk', 'ikut', 'mbkm']","['maaf', 'anda', 'masih', 'di', 'bawah', 'umur', 'untuk', 'ikut', 'mbkm']","['maaf', 'anda', 'masih', 'di', 'bawah', 'umur', 'untuk', 'ikut', 'mbkm']"
275,ada satu somasi dari mitra magang program MBKM karena mahasiswa Undip mangkir selama 3 minggu,Negatif,ada satu somasi dari mitra magang program mbkm karena mahasiswa undip mangkir selama minggu,"['ada', 'satu', 'somasi', 'dari', 'mitra', 'magang', 'program', 'mbkm', 'karena', 'mahasiswa', 'undip', 'mangkir', 'selama', 'minggu']",<FreqDist with 14 samples and 14 outcomes>,"['ada', 'satu', 'somasi', 'dari', 'mitra', 'magang', 'program', 'mbkm', 'karena', 'mahasiswa', 'undip', 'mangkir', 'selama', 'minggu']","['ada', 'satu', 'somasi', 'dari', 'mitra', 'magang', 'program', 'mbkm', 'karena', 'mahasiswa', 'undip', 'mangkir', 'selama', 'minggu']","['ada', 'satu', 'somasi', 'dari', 'mitra', 'magang', 'program', 'mbkm', 'karena', 'mahasiswa', 'undip', 'mangkir', 'lama', 'minggu']"
276,"MBKM magang sih nder, itu benefitnya besar menurutku. ",Positif,mbkm magang sih nder itu benefitnya besar menurutku,"['mbkm', 'magang', 'sih', 'nder', 'itu', 'benefitnya', 'besar', 'menurutku']",<FreqDist with 8 samples and 8 outcomes>,"['mbkm', 'magang', 'nder', 'itu', 'benefitnya', 'besar', 'menurutku']","['mbkm', 'magang', 'nder', 'itu', 'benefitnya', 'besar', 'menurutku']","['mbkm', 'magang', 'nder', 'itu', 'benefitnya', 'besar', 'turut']"
277,"kalo dipikir2 keren banget aku sanggup kuliah, pkl, mbkm, kmmi, dan ngurus 5 kepanitiaan di semester ini",Positif,kalo dipikir keren banget aku sanggup kuliah pkl mbkm kmmi dan ngurus kepanitiaan di semester ini,"['kalo', 'dipikir', 'keren', 'banget', 'aku', 'sanggup', 'kuliah', 'pkl', 'mbkm', 'kmmi', 'dan', 'ngurus', 'kepanitiaan', 'di', 'semester', 'ini']",<FreqDist with 16 samples and 16 outcomes>,"['kalo', 'dipikir', 'keren', 'aku', 'sanggup', 'kuliah', 'pkl', 'mbkm', 'kmmi', 'dan', 'ngurus', 'kepanitiaan', 'di', 'semester']","['kalo', 'dipikir', 'keren', 'aku', 'sanggup', 'kuliah', 'pkl', 'mbkm', 'kmmi', 'dan', 'ngurus', 'kepanitiaan', 'di', 'semester']","['kalo', 'pikir', 'keren', 'aku', 'sanggup', 'kuliah', 'pkl', 'mbkm', 'kmmi', 'dan', 'ngurus', 'panitia', 'di', 'semester']"
